,ID,START_DATE,END_DATE,TIMER_total,SYMBOL,EVALUATION_01,EVALUATION_02,EVALUATION_index,SATISFACTION,TRUST,OUTAGE_q01,OUTAGE_q02,OUTAGE_q03,OUTAGE_01,OUTAGE_02,OUTAGE_03,OUTAGE_long,AREA,CITY,CITY_short,GOV_EVALUATION,GOV_SATISFACTION,GOV_TRUST,GOV_ATTITUDES,INTEREST,GENDER,AGE,EDUCATION,INCOME,HOUSE,IDEOLOGY,IEC_ATTITUDES_first,IEC_ATTITUDES_second,IEC_ATTITUDES_third,IEC_ATTITUDES_fourth,MEKOROT_recognize,IROADS_recognize,EAPC_recognize,NTA_recognize,IEC_symbol_recognize,IEC_work,IEC_work_relative,IEC_work_01,IEC_debt,SYMBOL_not_recognize,TIMER_total_filter,IMC,MISSING,GUESS_filter
60,60,14/12/2015 14:32,14/12/2015 14:39,7,2,4,5,4.5,5,5,3,1,2,1,0.5,0.5,0,SHARON,RAMAT HASHARON,RSR,0.166666667,0.166666667,0.166666667,0.166666667,0,1,46,0.571428571,0,1,0.5,EVALUATION_02,TRUST,SATISFACTION,EVALUATION_01,1,0,0,0,1,0,0,0,0,0,0,0,0,0
61,61,14/12/2015 14:28,14/12/2015 14:39,11,2,4,5,4.5,3,3,3,2,3,1,1,0.833333333,0,SHARON,HOD HASHARON,HDS,0.333333333,0.333333333,0.166666667,0.277777778,0,0,33,0.571428571,0,0,0.5,TRUST,SATISFACTION,EVALUATION_02,EVALUATION_01,0,1,0,0,1,0,0,0,1,0,0,0,0,0
62,62,14/12/2015 14:30,14/12/2015 14:39,9,0,8,7,7.5,7,7,2,1,2,1,0.5,0.333333333,0,SHARON,HERZELIA,HZL,0.5,0.5,0.5,0.5,1,1,35,0.857142857,0.75,1,0.7,EVALUATION_02,EVALUATION_01,TRUST,SATISFACTION,0,1,1,0,0,0,0,0,0,0,0,0,0,0
63,63,14/12/2015 14:36,14/12/2015 14:39,3,0,7,7,7,5,4,1,0,1,0,0,0,0,SHARON,HOD HASHARON,HDS,0.5,0.333333333,0.5,0.444444444,1,0,26,1,0,1,0.3,SATISFACTION,EVALUATION_02,TRUST,EVALUATION_01,0,1,0,0,0,0,0,0,0,0,0,0,0,0
64,64,14/12/2015 14:36,14/12/2015 14:41,5,0,2,2,2,3,2,2,4,2,1,1,0.666666667,1,SHARON,RAANANA,RNA,0.166666667,0.166666667,0.166666667,0.166666667,0,1,29,0.857142857,0.25,0,0.5,SATISFACTION,TRUST,EVALUATION_02,EVALUATION_01,0,1,1,0,0,0,0,0,0,0,0,0,0,0
65,65,14/12/2015 14:35,14/12/2015 14:41,6,2,8,8,8,8,8,3,5,3,1,1,1,1,SHARON,RAANANA,RNA,0.666666667,0.666666667,0.666666667,0.666666667,0.5,1,22,0.714285714,0.25,0,0.7,TRUST,EVALUATION_01,SATISFACTION,EVALUATION_02,0,1,0,0,1,0,0,0,0,0,0,0,0,0
66,66,14/12/2015 14:32,14/12/2015 14:41,9,0,6,4,5,5,5,3,2,2,1,1,0.666666667,0,SHARON,KFAR SABA,KFS,0.333333333,0.333333333,0.166666667,0.277777778,0,1,30,1,0.5,0,0.5,EVALUATION_02,TRUST,EVALUATION_01,SATISFACTION,1,1,0,0,0,0,0,0,0,0,0,1,0,0
67,67,14/12/2015 14:35,14/12/2015 14:42,7,1,2,4,3,4,4,3,5,2,1,1,0.833333333,1,SHARON,RAANANA,RNA,0.333333333,0.333333333,0.333333333,0.333333333,0,1,38,0.428571429,0,0,0.4,TRUST,SATISFACTION,EVALUATION_02,EVALUATION_01,1,0,0,0,0,0,0,0,0,0,0,1,0,0
68,68,14/12/2015 14:37,14/12/2015 14:42,5,0,5,5,5,5,5,3,2,2,1,1,0.666666667,0,SHARON,KFAR SABA,KFS,0.5,0.5,0.5,0.5,0.5,0,35,0.428571429,0.5,0,0.4,EVALUATION_02,TRUST,SATISFACTION,EVALUATION_01,0,0,0,0,0,0,0,0,0,0,0,1,0,0
69,69,14/12/2015 14:36,14/12/2015 14:42,6,2,4,3,3.5,3,3,2,1,2,1,0.5,0.333333333,0,SHARON,HERZELIA,HZL,0.333333333,0.333333333,0.166666667,0.277777778,0.75,0,32,0.857142857,1,0,0.9,EVALUATION_02,SATISFACTION,EVALUATION_01,TRUST,1,0,0,0,1,0,0,0,0,0,0,0,0,0
70,70,14/12/2015 14:37,14/12/2015 14:42,5,0,5,6,5.5,4,4,3,4,2,1,1,0.833333333,1,SHARON,HOD HASHARON,HDS,0.333333333,0.333333333,0.5,0.388888889,0.75,1,39,1,1,1,0.7,EVALUATION_01,TRUST,SATISFACTION,EVALUATION_02,0,1,0,0,0,0,0,0,1,0,0,0,0,0
71,71,14/12/2015 14:36,14/12/2015 14:43,7,1,6,9,7.5,5,5,2,2,2,1,1,0.5,0,SHARON,KFAR SABA,KFS,0.5,0.666666667,0.333333333,0.5,0,1,21,0.428571429,0.75,0,0.3,TRUST,SATISFACTION,EVALUATION_01,EVALUATION_02,0,1,0,1,0,0,0,0,0,0,0,0,0,0
72,72,14/12/2015 14:40,14/12/2015 14:44,4,0,1,6,3.5,7,6,3,3,2,1,1,0.666666667,1,SHARON,HERZELIA,HZL,0.833333333,0.833333333,0.833333333,0.833333333,1,0,19,0.428571429,1,0,0.8,SATISFACTION,EVALUATION_01,EVALUATION_02,TRUST,1,0,0,0,0,0,0,0,0,0,0,0,0,0
73,73,14/12/2015 14:37,14/12/2015 14:44,7,1,2,4,3,4,5,3,5,3,1,1,1,1,SHARON,RAANANA,RNA,0.333333333,0.166666667,0.166666667,0.222222222,0,1,26,0.571428571,0,0,0.7,EVALUATION_02,SATISFACTION,EVALUATION_01,TRUST,0,0,0,0,0,0,0,0,0,0,0,1,0,0
74,74,14/12/2015 14:26,14/12/2015 14:44,18,0,3,6,4.5,6,6,2,1,2,1,0.5,0.333333333,0,SHARON,HERZELIA,HZL,0.666666667,0.666666667,0.666666667,0.666666667,0,1,46,0.571428571,0.75,1,0.7,EVALUATION_01,EVALUATION_02,SATISFACTION,TRUST,0,1,0,0,0,0,0,0,0,0,0,0,0,0
75,75,14/12/2015 14:39,14/12/2015 14:44,5,1,4,1,2.5,1,1,2,5,2,1,1,0.666666667,1,SHARON,KFAR SABA,KFS,0.333333333,0.5,0.166666667,0.333333333,0.75,0,25,0.714285714,0.25,0,0.3,EVALUATION_01,SATISFACTION,TRUST,EVALUATION_02,0,1,0,0,0,0,0,0,0,0,0,1,0,0
76,76,14/12/2015 14:38,14/12/2015 14:44,6,0,3,6,4.5,4,5,2,5,2,1,1,0.666666667,1,SHARON,HERZELIA,HZL,0.166666667,0.166666667,0.166666667,0.166666667,1,1,24,0.428571429,0.5,0,0.5,EVALUATION_01,SATISFACTION,EVALUATION_02,TRUST,1,1,0,0,0,0,0,0,0,0,0,0,0,0
77,77,14/12/2015 14:36,14/12/2015 14:45,9,2,4,5,4.5,5,4,1,0,3,0,0,0.333333333,0,SHARON,RAANANA,RNA,0.333333333,0.333333333,0.333333333,0.333333333,0.75,0,63,0.571428571,0.25,1,0.7,TRUST,EVALUATION_01,SATISFACTION,EVALUATION_02,1,0,0,0,1,0,0,0,0,0,0,1,0,0
78,78,14/12/2015 14:38,14/12/2015 14:45,7,2,8,8,8,9,9,1,0,1,0,0,0,0,SHARON,HOD HASHARON,HDS,0.5,0.5,0.5,0.5,0.75,0,42,0.857142857,0.5,1,0.5,EVALUATION_01,EVALUATION_02,TRUST,SATISFACTION,0,1,0,0,1,0,0,0,0,0,0,0,0,0
79,79,14/12/2015 14:37,14/12/2015 14:46,9,2,7,7,7,5,5,3,1,2,1,0.5,0.5,0,SHARON,HERZELIA,HZL,0.166666667,0.333333333,0.166666667,0.222222222,0,1,45,0.857142857,0,0,0.5,TRUST,SATISFACTION,EVALUATION_01,EVALUATION_02,1,1,0,0,1,0,0,0,0,0,0,0,0,0
80,80,14/12/2015 14:44,14/12/2015 14:47,3,1,1,3,2,3,6,3,1,3,1,0.5,0.666666667,0,SHARON,RAANANA,RNA,0.333333333,0.333333333,0.166666667,0.277777778,0,1,32,0.857142857,0.5,1,0.5,EVALUATION_02,SATISFACTION,TRUST,EVALUATION_01,0,1,0,0,0,0,0,0,0,0,0,1,0,0
81,81,14/12/2015 14:41,14/12/2015 14:47,6,2,8,9,8.5,8,8,2,1,1,1,0.5,0.166666667,0,SHARON,HERZELIA,HZL,0.333333333,0.333333333,0.166666667,0.277777778,0,1,43,1,0.75,0,0.6,SATISFACTION,EVALUATION_02,EVALUATION_01,TRUST,0,1,0,0,1,0,0,0,0,0,0,1,0,0
82,82,14/12/2015 14:42,14/12/2015 14:47,5,2,5,5,5,5,3,2,1,2,1,0.5,0.333333333,0,SHARON,HOD HASHARON,HDS,0.333333333,0.666666667,0.333333333,0.444444444,0,0,41,0.857142857,0.75,1,0.4,EVALUATION_02,EVALUATION_01,SATISFACTION,TRUST,0,1,0,0,1,0,0,0,0,0,0,0,0,0
83,83,14/12/2015 14:35,14/12/2015 14:48,13,1,5,5,5,4,3,3,1,3,1,0.5,0.666666667,0,SHARON,RAANANA,RNA,0.166666667,0.166666667,0.333333333,0.222222222,0.75,1,33,0.857142857,0.5,0,0.5,EVALUATION_01,EVALUATION_02,SATISFACTION,TRUST,0,0,0,0,0,0,0,0,0,0,0,0,0,0
84,84,14/12/2015 14:42,14/12/2015 14:48,6,0,2,3,2.5,3,3,2,3,3,1,1,0.666666667,1,OTHER,NATANIA,OTHER,0.333333333,0.333333333,0.5,0.388888889,0.75,1,30,0.857142857,0.5,0,0.4,EVALUATION_01,SATISFACTION,TRUST,EVALUATION_02,1,1,0,0,0,0,0,0,0,0,0,1,0,0
85,85,14/12/2015 14:44,14/12/2015 14:48,4,2,5,7,6,7,6,3,3,2,1,1,0.666666667,1,SHARON,KFAR SABA,KFS,0.5,0.5,0.5,0.5,0.75,0,42,0.571428571,0.75,1,0.4,EVALUATION_02,EVALUATION_01,TRUST,SATISFACTION,1,1,0,0,1,0,0,0,0,0,0,1,0,0
86,86,14/12/2015 14:44,14/12/2015 14:48,4,1,5,6,5.5,5,5,2,3,2,1,1,0.5,1,SHARON,HOD HASHARON,HDS,0,0,0,0,1,1,36,1,0.5,0,0.5,EVALUATION_02,EVALUATION_01,SATISFACTION,TRUST,1,1,0,0,0,0,0,0,0,0,0,0,0,0
87,87,14/12/2015 14:44,14/12/2015 14:49,5,2,1,1,1,1,1,3,4,3,1,1,1,1,SHARON,KFAR SABA,KFS,0.166666667,0.166666667,0.166666667,0.166666667,1,0,40,0.857142857,1,1,0.7,TRUST,EVALUATION_02,EVALUATION_01,SATISFACTION,1,1,0,0,1,0,0,0,0,0,0,0,0,0
88,88,14/12/2015 14:45,14/12/2015 14:49,4,2,4,8,6,5,7,2,1,3,1,0.5,0.5,0,OTHER,OTHER,OTHER,0.666666667,0.5,0.333333333,0.5,0,0,45,0.571428571,0.75,0,0,SATISFACTION,EVALUATION_01,TRUST,EVALUATION_02,0,1,0,0,1,1,0,1,0,0,0,1,0,0
89,89,14/12/2015 14:45,14/12/2015 14:50,5,1,3,3,3,3,1,3,3,3,1,1,0.833333333,1,SHARON,KFAR SABA,KFS,0,0,0,0,0.75,1,43,0.857142857,0,1,0.7,EVALUATION_01,EVALUATION_02,SATISFACTION,TRUST,1,0,0,0,0,0,0,0,0,0,0,1,0,0
90,90,14/12/2015 14:46,14/12/2015 14:51,5,0,9,9,9,9,9,2,1,2,1,0.5,0.333333333,0,SHARON,HOD HASHARON,HDS,0.5,0.5,0.666666667,0.555555556,0,1,42,0.857142857,0.5,1,0.6,EVALUATION_02,EVALUATION_01,SATISFACTION,TRUST,0,0,0,0,0,0,0,0,0,0,0,0,0,0
91,91,14/12/2015 14:43,14/12/2015 14:51,8,0,1,1,1,1,2,3,2,2,1,1,0.666666667,0,SHARON,RAMAT HASHARON,RSR,0.166666667,0.333333333,0.166666667,0.222222222,0.75,1,46,0.857142857,0.25,1,0,EVALUATION_02,TRUST,EVALUATION_01,SATISFACTION,1,1,1,0,0,0,0,0,0,0,0,0,0,0
92,92,14/12/2015 14:50,14/12/2015 14:54,4,0,5,5,5,5,5,2,1,2,1,0.5,0.333333333,0,SHARON,HERZELIA,HZL,0.166666667,0.166666667,0.166666667,0.166666667,0,1,36,0.714285714,0.5,0,0.5,SATISFACTION,EVALUATION_02,EVALUATION_01,TRUST,1,1,1,0,0,0,0,0,0,0,0,0,0,0
93,93,14/12/2015 14:40,14/12/2015 14:54,14,1,5,6,5.5,6,6,2,1,3,1,0.5,0.5,0,SHARON,RAMAT HASHARON,RSR,0.666666667,0.666666667,0.666666667,0.666666667,0.75,1,40,0.857142857,0.5,1,0.4,EVALUATION_02,SATISFACTION,EVALUATION_01,TRUST,1,1,0,1,0,0,0,0,0,0,0,0,0,0
94,94,14/12/2015 14:51,14/12/2015 14:55,4,2,6,4,5,6,3,3,3,3,1,1,0.833333333,1,SHARON,RAANANA,RNA,0.5,0.5,0.5,0.5,0.75,1,44,1,1,0,0.6,SATISFACTION,TRUST,EVALUATION_01,EVALUATION_02,1,0,0,0,1,0,0,0,0,0,0,0,0,0
95,95,14/12/2015 14:51,14/12/2015 14:55,4,1,8,8,8,7,7,2,1,1,1,0.5,0.166666667,0,SHARON,HERZELIA,HZL,0.833333333,0.833333333,0.833333333,0.833333333,0.75,0,40,0.857142857,1,1,0.6,TRUST,EVALUATION_02,SATISFACTION,EVALUATION_01,0,0,0,0,0,0,0,0,0,0,0,1,0,0
96,96,14/12/2015 14:45,14/12/2015 14:56,11,2,2,5,3.5,4,4,1,0,1,0,0,0,0,SHARON,HERZELIA,HZL,0.5,0.5,0.5,0.5,1,1,61,0.714285714,0.25,1,0.2,SATISFACTION,EVALUATION_01,EVALUATION_02,TRUST,0,0,0,0,1,0,0,0,0,0,0,0,0,0
97,97,14/12/2015 14:50,14/12/2015 14:57,7,2,4,4,4,5,5,2,1,2,1,0.5,0.333333333,0,SHARON,HERZELIA,HZL,0.166666667,0.166666667,0.166666667,0.166666667,1,0,60,0.571428571,0.75,1,0.2,EVALUATION_02,SATISFACTION,TRUST,EVALUATION_01,1,1,0,0,1,0,0,0,0,0,0,0,0,0
98,98,14/12/2015 14:51,14/12/2015 14:58,7,1,1,2,1.5,2,1,3,5,2,1,1,0.833333333,1,SHARON,HERZELIA,HZL,0.166666667,0.333333333,0.166666667,0.222222222,0,0,41,1,0.75,0,0,TRUST,EVALUATION_02,EVALUATION_01,SATISFACTION,1,1,0,0,0,0,0,0,0,0,0,0,0,0
99,99,14/12/2015 14:51,14/12/2015 14:58,7,0,5,5,5,5,5,2,3,3,1,1,0.666666667,1,SHARON,HERZELIA,HZL,0.333333333,0.333333333,0.333333333,0.333333333,0,0,53,0.857142857,0.75,1,0.4,EVALUATION_02,SATISFACTION,EVALUATION_01,TRUST,0,0,1,0,0,0,0,0,0,0,0,1,0,0
100,100,14/12/2015 14:49,14/12/2015 15:00,11,0,3,2,2.5,4,1,2,1,3,1,0.5,0.5,0,SHARON,KFAR SABA,KFS,0,0,0,0,1,0,59,0.571428571,0.25,1,0.6,SATISFACTION,EVALUATION_01,EVALUATION_02,TRUST,1,1,0,0,0,0,0,0,0,0,0,0,0,0
101,101,14/12/2015 14:47,14/12/2015 15:01,14,2,5,5,5,3,3,1,0,2,0,0,0.166666667,0,OTHER,TEL AVIV,OTHER,0.333333333,0.333333333,0.333333333,0.333333333,0.75,1,31,1,0.75,0,0.6,TRUST,SATISFACTION,EVALUATION_01,EVALUATION_02,0,1,0,0,1,0,0,0,0,0,0,0,0,0
102,102,14/12/2015 14:36,14/12/2015 15:01,25,0,3,4,3.5,3,2,3,2,3,1,1,0.833333333,0,SHARON,KFAR SABA,KFS,0.166666667,0.166666667,0.166666667,0.166666667,1,0,35,0.857142857,0,0,1,TRUST,EVALUATION_01,EVALUATION_02,SATISFACTION,0,0,0,0,0,0,0,0,0,0,0,0,0,0
103,103,14/12/2015 14:55,14/12/2015 15:01,6,0,7,7,7,7,8,2,2,2,1,1,0.5,0,SHARON,HERZELIA,HZL,0.166666667,0.166666667,0.166666667,0.166666667,0.75,1,58,0.428571429,0.5,1,0.3,EVALUATION_02,TRUST,EVALUATION_01,SATISFACTION,1,0,0,0,0,0,0,0,0,0,0,1,0,0
104,104,14/12/2015 14:58,14/12/2015 15:03,5,1,8,8,8,7,8,3,2,3,1,1,0.833333333,0,SHARON,KFAR SABA,KFS,0.166666667,0,0.166666667,0.111111111,0,1,36,0.857142857,1,1,0.8,EVALUATION_01,TRUST,EVALUATION_02,SATISFACTION,0,1,0,0,0,0,0,0,0,0,0,1,0,0
105,105,14/12/2015 14:58,14/12/2015 15:05,7,1,6,6,6,7,6,2,1,2,1,0.5,0.333333333,0,SHARON,KFAR SABA,KFS,0.666666667,0.666666667,0.5,0.611111111,0,0,43,0.857142857,0.25,1,0.3,EVALUATION_02,TRUST,EVALUATION_01,SATISFACTION,1,1,0,0,0,0,0,0,0,0,0,0,0,0
106,106,14/12/2015 14:58,14/12/2015 15:06,8,0,3,4,3.5,5,4,3,3,3,1,1,0.833333333,1,SHARON,HOD HASHARON,HDS,0.5,0.5,0.333333333,0.444444444,0,1,38,0.285714286,0,1,0.5,SATISFACTION,TRUST,EVALUATION_01,EVALUATION_02,1,0,0,0,0,0,0,0,0,0,0,1,0,0
107,107,14/12/2015 15:00,14/12/2015 15:06,6,2,1,2,1.5,1,2,2,2,3,1,1,0.666666667,0,SHARON,RAANANA,RNA,0.833333333,0.333333333,0.5,0.555555556,0,1,43,0.857142857,0.5,1,0.8,EVALUATION_01,SATISFACTION,EVALUATION_02,TRUST,0,0,0,0,1,0,0,0,0,0,0,0,0,0
108,108,14/12/2015 15:02,14/12/2015 15:07,5,0,5,8,6.5,9,6,2,2,2,1,1,0.5,0,OTHER,OTHER,OTHER,0,0,0.333333333,0.111111111,0.75,1,60,0.857142857,0.75,1,0.4,SATISFACTION,TRUST,EVALUATION_02,EVALUATION_01,1,0,0,0,0,0,0,0,0,0,0,1,0,0
109,109,14/12/2015 15:00,14/12/2015 15:07,7,2,5,5,5,5,4,3,3,2,1,1,0.666666667,1,SHARON,HOD HASHARON,HDS,0.333333333,0.166666667,0.333333333,0.277777778,0,0,20,0.285714286,0.5,0,0.5,EVALUATION_01,TRUST,SATISFACTION,EVALUATION_02,0,0,0,0,1,0,0,0,0,0,0,0,0,0
110,110,14/12/2015 15:02,14/12/2015 15:09,7,1,6,6,6,6,6,3,5,3,1,1,1,1,SHARON,RAANANA,RNA,0.666666667,0.666666667,0.833333333,0.722222222,0.75,1,48,0.285714286,0,0,0.5,TRUST,EVALUATION_02,SATISFACTION,EVALUATION_01,1,1,0,0,0,0,0,0,0,0,0,0,0,0
111,111,14/12/2015 15:05,14/12/2015 15:10,5,0,5,6,5.5,6,6,2,1,3,1,0.5,0.5,0,SHARON,KFAR SABA,KFS,0.5,0.5,0.5,0.5,1,1,32,0.857142857,0.5,0,0.4,EVALUATION_01,TRUST,SATISFACTION,EVALUATION_02,1,0,0,0,0,0,0,0,0,0,0,1,0,0
112,112,14/12/2015 15:00,14/12/2015 15:11,11,1,4,4,4,4,4,3,2,2,1,1,0.666666667,0,SHARON,RAANANA,RNA,0.5,0.5,0.5,0.5,0.75,1,41,0.857142857,0.5,0,0.3,SATISFACTION,TRUST,EVALUATION_01,EVALUATION_02,1,1,0,1,0,0,1,1,0,0,0,0,0,0
113,113,14/12/2015 14:59,14/12/2015 15:11,12,2,10,8,9,8,8,2,2,3,1,1,0.666666667,0,SHARON,KFAR SABA,KFS,0.333333333,0.166666667,0.5,0.333333333,0,0,30,0.142857143,0,0,0.5,EVALUATION_02,SATISFACTION,EVALUATION_01,TRUST,0,1,0,0,1,0,0,0,0,0,0,0,0,0
114,114,14/12/2015 15:07,14/12/2015 15:11,4,1,4,3,3.5,5,4,3,4,3,1,1,1,1,SHARON,RAANANA,RNA,0.333333333,0.166666667,0.333333333,0.277777778,0.75,1,19,0.428571429,0,1,0.5,EVALUATION_01,SATISFACTION,EVALUATION_02,TRUST,1,1,0,0,0,0,0,0,0,0,0,1,0,0
115,115,14/12/2015 15:05,14/12/2015 15:12,7,1,2,2,2,3,1,2,3,3,1,1,0.666666667,1,SHARON,RAANANA,RNA,0.166666667,0.166666667,0,0.111111111,0,1,30,0.857142857,0.75,0,0.3,SATISFACTION,EVALUATION_01,EVALUATION_02,TRUST,1,1,0,0,0,0,0,0,0,0,0,0,0,0
116,116,14/12/2015 15:01,14/12/2015 15:12,11,0,4,4,4,5,5,3,3,3,1,1,0.833333333,1,SHARON,RAANANA,RNA,0.5,0.5,0.5,0.5,0,1,59,0.857142857,0,1,0.5,EVALUATION_01,TRUST,SATISFACTION,EVALUATION_02,1,0,0,0,0,0,0,0,0,0,0,0,0,0
117,117,14/12/2015 15:08,14/12/2015 15:13,5,2,3,3,3,4,4,3,1,3,1,0.5,0.666666667,0,SHARON,KFAR SABA,KFS,0.5,0.5,0.333333333,0.444444444,0.75,1,32,0.857142857,0.5,0,0.5,TRUST,EVALUATION_01,EVALUATION_02,SATISFACTION,1,1,0,0,1,0,0,0,0,0,0,0,0,0
118,118,14/12/2015 15:10,14/12/2015 15:13,3,2,4,5,4.5,5,4,3,1,3,1,0.5,0.666666667,0,SHARON,RAANANA,RNA,0.333333333,0.166666667,0.333333333,0.277777778,0.75,0,30,0.857142857,0.75,0,0.6,TRUST,EVALUATION_01,EVALUATION_02,SATISFACTION,0,1,0,0,1,0,0,0,0,0,0,0,0,0
119,119,14/12/2015 15:08,14/12/2015 15:14,6,0,2,2,2,2,2,3,2,3,1,1,0.833333333,0,SHARON,KFAR SABA,KFS,0.333333333,0.333333333,0.333333333,0.333333333,1,1,64,1,0.5,0,0.5,EVALUATION_01,TRUST,SATISFACTION,EVALUATION_02,0,0,1,0,0,0,0,0,0,0,0,1,0,0
120,120,14/12/2015 15:10,14/12/2015 15:16,6,0,6,6,6,6,6,2,1,2,1,0.5,0.333333333,0,OTHER,NATANIA,OTHER,0,0,0,0,1,0,35,0.857142857,0.75,1,0.8,SATISFACTION,EVALUATION_02,TRUST,EVALUATION_01,0,0,0,0,0,0,0,0,0,0,0,0,0,0
121,121,14/12/2015 15:11,14/12/2015 15:16,5,2,6,3,4.5,6,6,3,3,3,1,1,0.833333333,1,SHARON,RAANANA,RNA,0.333333333,0.333333333,0.333333333,0.333333333,1,1,20,0.428571429,0.5,0,0.3,EVALUATION_01,SATISFACTION,TRUST,EVALUATION_02,1,1,0,0,1,0,0,0,0,0,0,1,0,0
122,122,14/12/2015 15:14,14/12/2015 15:16,2,0,4,3,3.5,4,3,2,1,2,1,0.5,0.333333333,0,OTHER,JERUSALEM,OTHER,0.333333333,0.166666667,0.166666667,0.222222222,0.5,0,24,0.714285714,0,0,0.4,TRUST,EVALUATION_02,SATISFACTION,EVALUATION_01,0,0,1,0,0,0,0,0,0,0,1,0,0,0
123,123,14/12/2015 15:04,14/12/2015 15:16,12,2,3,4,3.5,4,4,3,3,3,1,1,0.833333333,1,SHARON,RAANANA,RNA,0.5,0.5,0.333333333,0.444444444,1,0,28,0.857142857,0,0,0.8,EVALUATION_02,SATISFACTION,TRUST,EVALUATION_01,0,1,0,0,1,0,0,0,0,0,0,0,0,0
124,124,14/12/2015 15:08,14/12/2015 15:16,8,1,8,6,7,6,4,3,1,2,1,0.5,0.5,0,OTHER,JERUSALEM,OTHER,0.333333333,0.166666667,0.333333333,0.277777778,1,1,20,0.571428571,0.5,1,0.4,EVALUATION_01,EVALUATION_02,SATISFACTION,TRUST,1,0,0,1,0,0,0,0,1,0,0,0,0,0
125,125,14/12/2015 15:13,14/12/2015 15:19,6,1,2,3,2.5,4,4,2,1,2,1,0.5,0.333333333,0,SHARON,HERZELIA,HZL,0.333333333,0.5,0.5,0.444444444,0.75,0,56,0.857142857,1,0,0.7,SATISFACTION,EVALUATION_02,TRUST,EVALUATION_01,0,1,0,0,0,0,0,0,0,0,0,0,0,0
126,126,14/12/2015 15:13,14/12/2015 15:19,6,1,6,5,5.5,6,4,2,1,2,1,0.5,0.333333333,0,SHARON,HERZELIA,HZL,0.333333333,0.333333333,0,0.222222222,0,1,40,1,0,1,0.5,EVALUATION_01,TRUST,SATISFACTION,EVALUATION_02,1,1,0,0,0,0,0,0,0,0,0,0,0,0
127,127,14/12/2015 15:14,14/12/2015 15:21,7,2,7,5,6,5,4,1,1,2,0,0,0.333333333,0,SHARON,RAANANA,RNA,0.333333333,0.333333333,0.166666667,0.277777778,0.5,1,36,1,0,0,0,EVALUATION_01,SATISFACTION,TRUST,EVALUATION_02,0,1,0,0,1,0,0,0,0,0,0,0,0,0
128,128,14/12/2015 15:15,14/12/2015 15:21,6,0,2,1,1.5,1,2,3,3,3,1,1,0.833333333,1,SHARON,RAMAT HASHARON,RSR,0.166666667,0,0.333333333,0.166666667,0,1,36,0.857142857,0.75,1,0,EVALUATION_01,SATISFACTION,TRUST,EVALUATION_02,1,1,0,0,0,0,0,0,0,0,0,1,0,0
129,129,14/12/2015 15:20,14/12/2015 15:26,6,1,2,2,2,2,2,3,5,3,1,1,1,1,SHARON,KFAR SABA,KFS,0.333333333,0.333333333,0.333333333,0.333333333,0,1,32,0.714285714,0.25,0,0.5,EVALUATION_01,EVALUATION_02,SATISFACTION,TRUST,0,1,0,1,0,0,0,0,0,0,0,1,0,0
130,130,14/12/2015 15:19,14/12/2015 15:27,8,2,7,9,8,9,9,3,3,1,1,1,0.5,1,SHARON,KFAR SABA,KFS,0.333333333,0.666666667,0.5,0.5,0,1,24,0.428571429,0,1,0.3,EVALUATION_02,TRUST,SATISFACTION,EVALUATION_01,1,1,0,0,1,0,0,0,0,0,0,0,0,0
131,131,14/12/2015 15:26,14/12/2015 15:30,4,1,7,5,6,7,7,1,0,1,0,0,0,0,SHARON,KFAR SABA,KFS,0.333333333,0.333333333,0.333333333,0.333333333,0,0,48,1,0.75,1,0.7,EVALUATION_02,TRUST,SATISFACTION,EVALUATION_01,1,1,0,0,0,0,0,0,0,0,0,0,0,0
132,132,14/12/2015 15:25,14/12/2015 15:31,6,0,8,7,7.5,8,4,2,1,2,1,0.5,0.333333333,0,OTHER,OTHER,OTHER,0.333333333,0.166666667,0.166666667,0.222222222,1,1,37,1,0.5,0,0.7,SATISFACTION,EVALUATION_01,TRUST,EVALUATION_02,0,0,0,0,0,0,0,0,0,0,0,0,0,0
133,133,14/12/2015 15:25,14/12/2015 15:32,7,0,6,4,5,5,5,3,4,3,1,1,1,1,SHARON,KFAR SABA,KFS,0.5,0.5,0.5,0.5,1,0,38,1,1,1,0.5,EVALUATION_02,SATISFACTION,TRUST,EVALUATION_01,1,1,0,0,0,0,0,0,0,0,0,1,0,0
134,134,14/12/2015 15:29,14/12/2015 15:36,7,2,1,4,2.5,3,3,3,4,3,1,1,1,1,SHARON,KFAR SABA,KFS,0.333333333,0.333333333,0.166666667,0.277777778,0,1,35,1,0.25,1,0.3,TRUST,SATISFACTION,EVALUATION_01,EVALUATION_02,0,1,0,0,1,0,0,0,0,0,0,0,0,0
135,135,14/12/2015 15:33,14/12/2015 15:41,8,0,4,5,4.5,5,4,2,4,2,1,1,0.666666667,1,SHARON,HERZELIA,HZL,0.5,0.666666667,0.5,0.555555556,0.75,0,32,1,0.75,0,0.8,SATISFACTION,EVALUATION_01,TRUST,EVALUATION_02,1,1,0,0,0,0,0,0,0,0,0,0,0,0
136,136,14/12/2015 14:37,14/12/2015 15:44,67,2,2,2,2,2,2,3,5,3,1,1,1,1,SHARON,RAANANA,RNA,0.166666667,0.166666667,0.166666667,0.166666667,1,0,43,0.857142857,0.75,1,0.5,EVALUATION_01,EVALUATION_02,TRUST,SATISFACTION,1,1,0,0,1,0,0,0,0,0,1,1,0,0
